"","ortho_id","top_hit"
"3499","GV25|SEQ00795","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3500","GV25|SEQ00807","hypothetical protein"
"3501","GV25|SEQ00810","hypothetical protein"
"3502","GV25|SEQ00817","Exonuclease SbcC"
"3503","GV25|SEQ00837","hypothetical protein"
"3504","GV25|SEQ00843","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"3505","GV25|SEQ00855","hypothetical protein"
"3506","GV25|SEQ00856","Type III restriction-modification system methylation subunit (EC 2.1.1.72)"
"3507","GV25|SEQ00857","Type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N-terminal"
"3508","GV25|SEQ00868","hypothetical protein"
"3509","GV25|SEQ00876","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)"
"3510","GV25|SEQ00947","hypothetical protein"
"3511","GV25|SEQ00978","hypothetical protein"
"3512","GV25|SEQ01010","hypothetical protein"
"3513","GV25|SEQ01140","hypothetical protein"
"3514","GV25|SEQ01146","Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)"
"3515","GV25|SEQ01148","SSU ribosomal protein S16p"
"3516","GV25|SEQ01168","hypothetical protein"
"3517","GV25|SEQ01195","Methionine ABC transporter ATP-binding protein"
"3518","GV25|SEQ01198","hypothetical protein"
"3519","GV25|SEQ01265","hypothetical protein"
"3520","GV26|SEQ00045","hypothetical protein"
"3521","GV26|SEQ00099","hypothetical protein"
"3522","GV26|SEQ00149","hypothetical protein"
"3523","GV26|SEQ00239","hypothetical protein"
"3524","GV26|SEQ00265","hypothetical protein"
"3525","GV26|SEQ00353","hypothetical protein"
"3526","GV26|SEQ00621","hypothetical protein"
"3527","GV26|SEQ00629","hypothetical protein"
"3528","GV26|SEQ00658","hypothetical protein"
"3529","GV26|SEQ00727","hypothetical protein"
"3530","GV26|SEQ00812","hypothetical protein"
"3531","GV26|SEQ00881","hypothetical protein"
"3532","GV26|SEQ00923","hypothetical protein"
"3533","GV26|SEQ00926","hypothetical protein"
"3534","GV26|SEQ00946","hypothetical protein"
"3535","GV26|SEQ00989","hypothetical protein"
"3536","GV26|SEQ01039","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3537","GV26|SEQ01064","hypothetical protein"
"3538","GV26|SEQ01073","hypothetical protein"
"3539","GV26|SEQ01095","Cell division initiation protein DivIVA"
"3540","GV26|SEQ01113","FIG00672052: hypothetical protein"
"3541","GV26|SEQ01125","hypothetical protein"
"3542","GV26|SEQ01146","hypothetical protein"
"3543","GV26|SEQ01149","hypothetical protein"
"3544","GV26|SEQ01181","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)"
"3545","GV26|SEQ01311","SSU ribosomal protein S16p"
"3546","GV27|SEQ00054","hypothetical protein"
"3547","GV27|SEQ00136","hypothetical protein"
"3548","GV27|SEQ00555","hypothetical protein"
"3549","GV27|SEQ00716","hypothetical protein"
"3550","GV27|SEQ00724","hypothetical protein"
"3551","GV27|SEQ00785","hypothetical protein"
"3552","GV27|SEQ00889","hypothetical protein"
"3553","GV27|SEQ00899","hypothetical protein"
"3554","GV27|SEQ00927","hypothetical protein"
"3555","GV27|SEQ01032","hypothetical protein"
"3556","GV27|SEQ01050","hypothetical protein"
"3557","GV27|SEQ01070","hypothetical protein"
"3558","GV27|SEQ01075","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3559","GV27|SEQ01133","hypothetical protein"
"3560","GV27|SEQ01135","Cell division initiation protein DivIVA"
"3561","GV27|SEQ01143","Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)"
"3562","GV27|SEQ01144","hypothetical protein"
"3563","GV27|SEQ01188","hypothetical protein"
"3564","GV27|SEQ01191","hypothetical protein"
"3565","GV27|SEQ01226","hypothetical protein"
"3566","GV27|SEQ01299","SSU ribosomal protein S16p"
"3567","GV28|SEQ00005","hypothetical protein"
"3568","GV28|SEQ00043","Type II restriction enzyme NlaIV (EC 3.1.21.4)"
"3569","GV28|SEQ00046","Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"
"3570","GV28|SEQ00049","Macrolide-efflux protein"
"3571","GV28|SEQ00099","hypothetical protein"
"3572","GV28|SEQ00102","hypothetical protein"
"3573","GV28|SEQ00226","hypothetical protein"
"3574","GV28|SEQ00324","hypothetical protein"
"3575","GV28|SEQ00328","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3576","GV28|SEQ00376","hypothetical protein"
"3577","GV28|SEQ00378","hypothetical protein"
"3578","GV28|SEQ00479","DUF1706 domain-containing protein"
"3579","GV28|SEQ00480","hypothetical protein"
"3580","GV28|SEQ00515","hypothetical protein"
"3581","GV28|SEQ00531","hypothetical protein"
"3582","GV28|SEQ00536","hypothetical protein"
"3583","GV28|SEQ00563","hypothetical protein"
"3584","GV28|SEQ00583","hypothetical protein"
"3585","GV28|SEQ00643","hypothetical protein"
"3586","GV28|SEQ00654","Pullulanase (EC 3.2.1.41)"
"3587","GV28|SEQ00669","hypothetical protein"
"3588","GV28|SEQ00671","hypothetical protein"
"3589","GV28|SEQ00680","hypothetical protein"
"3590","GV28|SEQ00682","hypothetical protein"
"3591","GV28|SEQ00719","hypothetical protein"
"3592","GV28|SEQ00862","hypothetical protein"
"3593","GV28|SEQ00876","Cell division initiation protein DivIVA"
"3594","GV28|SEQ00877","hypothetical protein"
"3595","GV28|SEQ00899","hypothetical protein"
"3596","GV28|SEQ00915","hypothetical protein"
"3597","GV28|SEQ00933","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)"
"3598","GV28|SEQ00936","Mobile element protein"
"3599","GV28|SEQ00975","hypothetical protein"
"3600","GV28|SEQ01012","hypothetical protein"
"3601","GV28|SEQ01068","hypothetical protein"
"3602","GV28|SEQ01108","hypothetical protein"
"3603","GV28|SEQ01115","SSU ribosomal protein S16p"
"3604","GV28|SEQ01119","hypothetical protein"
"3605","GV28|SEQ01123","hypothetical protein"
"3606","GV28|SEQ01130","hypothetical protein"
"3607","GV28|SEQ01170","FIG00672247: hypothetical protein"
"3608","GV28|SEQ01204","hypothetical protein"
"3609","GV29|SEQ00051","hypothetical protein"
"3610","GV29|SEQ00071","hypothetical protein"
"3611","GV29|SEQ00175","hypothetical protein"
"3612","GV29|SEQ00220","hypothetical protein"
"3613","GV29|SEQ00487","hypothetical protein"
"3614","GV29|SEQ00527","hypothetical protein"
"3615","GV29|SEQ00532","hypothetical protein"
"3616","GV29|SEQ00578","hypothetical protein"
"3617","GV29|SEQ00605","hypothetical protein"
"3618","GV29|SEQ00625","hypothetical protein"
"3619","GV29|SEQ00632","hypothetical protein"
"3620","GV29|SEQ00685","hypothetical protein"
"3621","GV29|SEQ00702","hypothetical protein"
"3622","GV29|SEQ00703","hypothetical protein"
"3623","GV29|SEQ00737","hypothetical protein"
"3624","GV29|SEQ00761","hypothetical protein"
"3625","GV29|SEQ00764","hypothetical protein"
"3626","GV29|SEQ00767","hypothetical protein"
"3627","GV29|SEQ00769","hypothetical protein"
"3628","GV29|SEQ00778","hypothetical protein"
"3629","GV29|SEQ00812","hypothetical protein"
"3630","GV29|SEQ00883","hypothetical protein"
"3631","GV29|SEQ00897","TolA protein"
"3632","GV29|SEQ00940","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3633","GV29|SEQ00941","hypothetical protein"
"3634","GV29|SEQ00949","hypothetical protein"
"3635","GV29|SEQ00950","hypothetical protein"
"3636","GV29|SEQ00958","hypothetical protein"
"3637","GV29|SEQ00992","hypothetical protein"
"3638","GV29|SEQ01003","hypothetical protein"
"3639","GV29|SEQ01010","hypothetical protein"
"3640","GV29|SEQ01049","hypothetical protein"
"3641","GV29|SEQ01077","hypothetical protein"
"3642","GV29|SEQ01126","SSU ribosomal protein S16p"
"3643","GV29|SEQ01156","""DNA topoisomerase I """
"3644","GV29|SEQ01160","hypothetical protein"
"3645","GV29|SEQ01164","hypothetical protein"
"3646","GV29|SEQ01176","hypothetical protein"
"3647","GV29|SEQ01178","hypothetical protein"
"3648","GV29|SEQ01180","hypothetical protein"
"3649","GV29|SEQ01182","hypothetical protein"
"3650","GV30|SEQ00122","hypothetical protein"
"3651","GV30|SEQ00167","hypothetical protein"
"3652","GV30|SEQ00208","hypothetical protein"
"3653","GV30|SEQ00212","hypothetical protein"
"3654","GV30|SEQ00214","hypothetical protein"
"3655","GV30|SEQ00228","hypothetical protein"
"3656","GV30|SEQ00297","hypothetical protein"
"3657","GV30|SEQ00385","hypothetical protein"
"3658","GV30|SEQ00386","hypothetical protein"
"3659","GV30|SEQ00508","hypothetical protein"
"3660","GV30|SEQ00515","Daunorubicin resistance ATP-binding protein drrA"
"3661","GV30|SEQ00536","hypothetical protein"
"3662","GV30|SEQ00546","hypothetical protein"
"3663","GV30|SEQ00605","hypothetical protein"
"3664","GV30|SEQ00621","hypothetical protein"
"3665","GV30|SEQ00744","hypothetical protein"
"3666","GV30|SEQ00746","hypothetical protein"
"3667","GV30|SEQ00747","FIG00672052: hypothetical protein"
"3668","GV30|SEQ00770","hypothetical protein"
"3669","GV30|SEQ00778","hypothetical protein"
"3670","GV30|SEQ00782","hypothetical protein"
"3671","GV30|SEQ00790","hypothetical protein"
"3672","GV30|SEQ00808","hypothetical protein"
"3673","GV30|SEQ00814","hypothetical protein"
"3674","GV30|SEQ00819","FIG00672189: hypothetical protein"
"3675","GV30|SEQ00821","hypothetical protein"
"3676","GV30|SEQ00829","hypothetical protein"
"3677","GV30|SEQ00833","hypothetical protein"
"3678","GV30|SEQ00847","hypothetical protein"
"3679","GV30|SEQ00853","hypothetical protein"
"3680","GV30|SEQ00897","hypothetical protein"
"3681","GV30|SEQ00925","hypothetical protein"
"3682","GV30|SEQ00928","hypothetical protein"
"3683","GV30|SEQ00961","hypothetical protein"
"3684","GV30|SEQ00964","hypothetical protein"
"3685","GV30|SEQ00982","hypothetical protein"
"3686","GV30|SEQ01002","hypothetical protein"
"3687","GV30|SEQ01012","hypothetical protein"
"3688","GV30|SEQ01063","hypothetical protein"
"3689","GV30|SEQ01078","HNH homing endonuclease"
"3690","GV30|SEQ01116","hypothetical protein"
"3691","GV30|SEQ01117","LPXTG-motif protein cell wall anchor domain protein"
"3692","GV30|SEQ01120","hypothetical protein"
"3693","GV30|SEQ01159","hypothetical protein"
"3694","GV30|SEQ01215","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"3695","GV30|SEQ01220","hypothetical protein"
"3696","GV30|SEQ01221","hypothetical protein"
"3697","GV30|SEQ01243","hypothetical protein"
"3698","GV30|SEQ01281","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3699","GV30|SEQ01287","hypothetical protein"
"3700","GV30|SEQ01294","SSU ribosomal protein S16p"
"3701","GV30|SEQ01305","hypothetical protein"
"3702","GV30|SEQ01319","Duplicated ATPase component BL0693 of energizing module of predicted ECF transporter"
"3703","GV30|SEQ01341","hypothetical protein"
"3704","GV31|SEQ00087","hypothetical protein"
"3705","GV31|SEQ00097","hypothetical protein"
"3706","GV31|SEQ00100","hypothetical protein"
"3707","GV31|SEQ00161","hypothetical protein"
"3708","GV31|SEQ00209","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3709","GV31|SEQ00233","Hydrogen peroxide-inducible genes activator"
"3710","GV31|SEQ00301","hypothetical protein"
"3711","GV31|SEQ00344","hypothetical protein"
"3712","GV31|SEQ00346","hypothetical protein"
"3713","GV31|SEQ00473","hypothetical protein"
"3714","GV31|SEQ00479","hypothetical protein"
"3715","GV31|SEQ00480","hypothetical protein"
"3716","GV31|SEQ00636","hypothetical protein"
"3717","GV31|SEQ00700","hypothetical protein"
"3718","GV31|SEQ00782","hypothetical protein"
"3719","GV31|SEQ00787","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)"
"3720","GV31|SEQ00802","hypothetical protein"
"3721","GV31|SEQ00816","hypothetical protein"
"3722","GV31|SEQ00827","hypothetical protein"
"3723","GV31|SEQ00833","hypothetical protein"
"3724","GV31|SEQ00837","hypothetical protein"
"3725","GV31|SEQ01021","hypothetical protein"
"3726","GV31|SEQ01096","FIG00630568: hypothetical protein"
"3727","GV31|SEQ01097","hypothetical protein"
"3728","GV31|SEQ01098","hypothetical protein"
"3729","GV31|SEQ01101","hypothetical protein"
"3730","GV31|SEQ01115","FIG00522620: hypothetical protein"
"3731","GV31|SEQ01116","replication initiator protein A"
"3732","GV31|SEQ01117","FIG00628965: hypothetical protein"
"3733","GV31|SEQ01119","FIG00630611: hypothetical protein"
"3734","GV31|SEQ01120","hypothetical protein"
"3735","GV31|SEQ01135","hypothetical protein"
"3736","GV31|SEQ01139","hypothetical protein"
"3737","GV31|SEQ01152","hypothetical protein"
"3738","GV31|SEQ01153","Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)"
"3739","GV31|SEQ01183","SSU ribosomal protein S16p"
"3740","GV31|SEQ01191","hypothetical protein"
"3741","GV31|SEQ01227","hypothetical protein"
"3742","GV31|SEQ01246","hypothetical protein"
"3743","GV31|SEQ01250","hypothetical protein"
"3744","GV32|SEQ00008","hypothetical protein"
"3745","GV32|SEQ00044","hypothetical protein"
"3746","GV32|SEQ00101","hypothetical protein"
"3747","GV32|SEQ00158","hypothetical protein"
"3748","GV32|SEQ00183","possible phospholipase/carboxylesterase"
"3749","GV32|SEQ00213","hypothetical protein"
"3750","GV32|SEQ00243","Putative DNA-binding protein in cluster with Type I restriction-modification system"
"3751","GV32|SEQ00244","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"3752","GV32|SEQ00245","Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"
"3753","GV32|SEQ00247","hypothetical protein"
"3754","GV32|SEQ00249","unknown"
"3755","GV32|SEQ00250","hypothetical protein"
"3756","GV32|SEQ00340","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3757","GV32|SEQ00402","hypothetical protein"
"3758","GV32|SEQ00471","hypothetical protein"
"3759","GV32|SEQ00524","hypothetical protein"
"3760","GV32|SEQ00593","hypothetical protein"
"3761","GV32|SEQ00747","hypothetical protein"
"3762","GV32|SEQ00749","hypothetical protein"
"3763","GV32|SEQ00750","hypothetical protein"
"3764","GV32|SEQ00792","hypothetical protein"
"3765","GV32|SEQ00815","hypothetical protein"
"3766","GV32|SEQ00817","hypothetical protein"
"3767","GV32|SEQ00820","hypothetical protein"
"3768","GV32|SEQ00822","hypothetical protein"
"3769","GV32|SEQ00843","hypothetical protein"
"3770","GV32|SEQ00850","hypothetical protein"
"3771","GV32|SEQ00851","hypothetical protein"
"3772","GV32|SEQ00852","hypothetical protein"
"3773","GV32|SEQ00853","TnpY"
"3774","GV32|SEQ00854","hypothetical protein"
"3775","GV32|SEQ00855","hypothetical protein"
"3776","GV32|SEQ00856","hypothetical protein"
"3777","GV32|SEQ00857","Integrase"
"3778","GV32|SEQ00898","repeat protein"
"3779","GV32|SEQ00900","hypothetical protein"
"3780","GV32|SEQ00904","hypothetical protein"
"3781","GV32|SEQ00907","hypothetical protein"
"3782","GV32|SEQ00929","hypothetical protein"
"3783","GV32|SEQ00951","hypothetical protein"
"3784","GV32|SEQ00956","SSU ribosomal protein S16p"
"3785","GV32|SEQ00971","hypothetical protein"
"3786","GV32|SEQ00973","hypothetical protein"
"3787","GV32|SEQ00995","hypothetical protein"
"3788","GV32|SEQ01022","hypothetical protein"
"3789","GV32|SEQ01025","hypothetical protein"
"3790","GV32|SEQ01027","hypothetical protein"
"3791","GV32|SEQ01090","hypothetical protein"
"3792","GV32|SEQ01091","hypothetical protein"
"3793","GV32|SEQ01092","hypothetical protein"
"3794","GV32|SEQ01165","hypothetical protein"
"3795","GV32|SEQ01173","hypothetical protein"
"3796","GV32|SEQ01179","hypothetical protein"
"3797","GV32|SEQ01210","hypothetical protein"
"3798","GV32|SEQ01246","hypothetical protein"
"3799","GV33|SEQ00025","hypothetical protein"
"3800","GV33|SEQ00248","SSU ribosomal protein S16p"
"3801","GV33|SEQ00297","Topoisomerase IV subunit B (EC 5.99.1.-)"
"3802","GV33|SEQ00298","hypothetical protein"
"3803","GV33|SEQ00420","hypothetical protein"
"3804","GV33|SEQ00428","hypothetical protein"
"3805","GV33|SEQ00524","hypothetical protein"
"3806","GV33|SEQ00567","hypothetical protein"
"3807","GV33|SEQ00640","hypothetical protein"
"3808","GV33|SEQ00655","hypothetical protein"
"3809","GV33|SEQ00659","hypothetical protein"
"3810","GV33|SEQ00672","hypothetical protein"
"3811","GV33|SEQ00710","hypothetical protein"
"3812","GV33|SEQ00722","hypothetical protein"
"3813","GV33|SEQ00754","hypothetical protein"
"3814","GV33|SEQ00797","hypothetical protein"
"3815","GV33|SEQ00874","hypothetical protein"
"3816","GV33|SEQ00875","hypothetical protein"
"3817","GV33|SEQ00896","hypothetical protein"
"3818","GV33|SEQ00930","hypothetical protein"
"3819","GV33|SEQ00964","hypothetical protein"
"3820","GV33|SEQ00985","hypothetical protein"
"3821","GV33|SEQ00990","hypothetical protein"
"3822","GV33|SEQ01074","hypothetical protein"
"3823","GV33|SEQ01095","hypothetical protein"
"3824","GV33|SEQ01103","putative TraA-like conjugal transfer protein"
"3825","GV33|SEQ01117","hypothetical protein"
"3826","GV33|SEQ01162","hypothetical protein"
"3827","GV33|SEQ01169","hypothetical protein"
"3828","GV33|SEQ01190","hypothetical protein"
"3829","GV33|SEQ01226","hypothetical protein"
"3830","GV33|SEQ01238","hypothetical protein"
"3831","GV33|SEQ01240","hypothetical protein"
"3832","GV33|SEQ01256","hypothetical protein"
"3833","GV34|SEQ00021","hypothetical protein"
"3834","GV34|SEQ00110","hypothetical protein"
"3835","GV34|SEQ00119","hypothetical protein"
"3836","GV34|SEQ00399","hypothetical protein"
"3837","GV34|SEQ00427","hypothetical protein"
"3838","GV34|SEQ00544","hypothetical protein"
"3839","GV34|SEQ00618","hypothetical protein"
"3840","GV34|SEQ00625","hypothetical protein"
"3841","GV34|SEQ00747","hypothetical protein"
"3842","GV34|SEQ00828","hypothetical protein"
"3843","GV34|SEQ00831","hypothetical protein"
"3844","GV34|SEQ00854","hypothetical protein"
"3845","GV34|SEQ00970","hypothetical protein"
"3846","GV34|SEQ00994","hypothetical protein"
"3847","GV34|SEQ01054","hypothetical protein"
"3848","GV34|SEQ01123","hypothetical protein"
"3849","GV34|SEQ01144","hypothetical protein"
"3850","GV34|SEQ01198","SSU ribosomal protein S16p"
"3851","GV34|SEQ01238","hypothetical protein"
"3852","GV35|SEQ00119","Type III restriction-modification system methylation subunit (EC 2.1.1.72)"
"3853","GV35|SEQ00120","hypothetical protein"
"3854","GV35|SEQ00121","hypothetical protein"
"3855","GV35|SEQ00122","hypothetical protein"
"3856","GV35|SEQ00170","Multimodular transpeptidase-transglycosylase / Penicillin-binding protein 1A/1B (PBP1)"
"3857","GV35|SEQ00213","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"3858","GV35|SEQ00306","hypothetical protein"
"3859","GV35|SEQ00324","hypothetical protein"
"3860","GV35|SEQ00354","hypothetical protein"
"3861","GV35|SEQ00387","hypothetical protein"
"3862","GV35|SEQ00391","hypothetical protein"
"3863","GV35|SEQ00393","hypothetical protein"
"3864","GV35|SEQ00410","hypothetical protein"
"3865","GV35|SEQ00432","hypothetical protein"
"3866","GV35|SEQ00434","hypothetical protein"
"3867","GV35|SEQ00522","hypothetical protein"
"3868","GV35|SEQ00604","hypothetical protein"
"3869","GV35|SEQ00630","hypothetical protein"
"3870","GV35|SEQ00649","hypothetical protein"
"3871","GV35|SEQ00690","hypothetical protein"
"3872","GV35|SEQ00698","hypothetical protein"
"3873","GV35|SEQ00800","hypothetical protein"
