cds_id	ortho_id	full_id	short_id	seq_id	strain_id	id_short
GV31|SEQ00209	clust_3785	fid|183995458|locus|VBIGarVag264983_0209|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8151A]	fid|183995458|locus|VBIGarVag264983_0209	SEQ00209	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00233	clust_3786	fid|183995507|locus|VBIGarVag264983_0233|   Hydrogen peroxide-inducible genes activator   [Gardnerella vaginalis JCP8151A]	fid|183995507|locus|VBIGarVag264983_0233	SEQ00233	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00301	clust_3787	fid|183995649|locus|VBIGarVag264983_0301|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995649|locus|VBIGarVag264983_0301	SEQ00301	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00344	clust_3788	fid|183995737|locus|VBIGarVag264983_0344|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995737|locus|VBIGarVag264983_0344	SEQ00344	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00346	clust_3789	fid|183995741|locus|VBIGarVag264983_0346|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183995741|locus|VBIGarVag264983_0346	SEQ00346	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00473	clust_3790	fid|183996014|locus|VBIGarVag264983_0473|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996014|locus|VBIGarVag264983_0473	SEQ00473	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00479	clust_3791	fid|183996027|locus|VBIGarVag264983_0479|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996027|locus|VBIGarVag264983_0479	SEQ00479	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00480	clust_3792	fid|183996029|locus|VBIGarVag264983_0480|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996029|locus|VBIGarVag264983_0480	SEQ00480	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00636	clust_3793	fid|183996358|locus|VBIGarVag264983_0636|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996358|locus|VBIGarVag264983_0636	SEQ00636	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00700	clust_3794	fid|183996495|locus|VBIGarVag264983_0700|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996495|locus|VBIGarVag264983_0700	SEQ00700	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00782	clust_3795	fid|183996683|locus|VBIGarVag264983_0782|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996683|locus|VBIGarVag264983_0782	SEQ00782	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00787	clust_3796	fid|183996693|locus|VBIGarVag264983_0787|   Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)   [Gardnerella vaginalis JCP8151A]	fid|183996693|locus|VBIGarVag264983_0787	SEQ00787	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00802	clust_3797	fid|183996727|locus|VBIGarVag264983_0802|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996727|locus|VBIGarVag264983_0802	SEQ00802	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00816	clust_3798	fid|183996759|locus|VBIGarVag264983_0816|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996759|locus|VBIGarVag264983_0816	SEQ00816	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00827	clust_3799	fid|183996784|locus|VBIGarVag264983_0827|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996784|locus|VBIGarVag264983_0827	SEQ00827	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00833	clust_3800	fid|183996796|locus|VBIGarVag264983_0833|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996796|locus|VBIGarVag264983_0833	SEQ00833	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ00837	clust_3801	fid|183996805|locus|VBIGarVag264983_0837|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183996805|locus|VBIGarVag264983_0837	SEQ00837	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01021	clust_3802	fid|183997209|locus|VBIGarVag264983_1021|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997209|locus|VBIGarVag264983_1021	SEQ01021	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01096	clust_3803	fid|183997392|locus|VBIGarVag264983_1096|   FIG00630568: hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997392|locus|VBIGarVag264983_1096	SEQ01096	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01097	clust_3804	fid|183997394|locus|VBIGarVag264983_1097|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997394|locus|VBIGarVag264983_1097	SEQ01097	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01098	clust_3805	fid|183997396|locus|VBIGarVag264983_1098|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997396|locus|VBIGarVag264983_1098	SEQ01098	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01101	clust_3806	fid|183997402|locus|VBIGarVag264983_1101|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997402|locus|VBIGarVag264983_1101	SEQ01101	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01115	clust_3807	fid|183997443|locus|VBIGarVag264983_1115|   FIG00522620: hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997443|locus|VBIGarVag264983_1115	SEQ01115	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01116	clust_3808	fid|183997445|locus|VBIGarVag264983_1116|   replication initiator protein A   [Gardnerella vaginalis JCP8151A]	fid|183997445|locus|VBIGarVag264983_1116	SEQ01116	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01117	clust_3809	fid|183997447|locus|VBIGarVag264983_1117|   FIG00628965: hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997447|locus|VBIGarVag264983_1117	SEQ01117	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01119	clust_3810	fid|183997451|locus|VBIGarVag264983_1119|   FIG00630611: hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997451|locus|VBIGarVag264983_1119	SEQ01119	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01120	clust_3811	fid|183997453|locus|VBIGarVag264983_1120|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997453|locus|VBIGarVag264983_1120	SEQ01120	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01135	clust_3812	fid|183997492|locus|VBIGarVag264983_1135|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997492|locus|VBIGarVag264983_1135	SEQ01135	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01139	clust_3813	fid|183997501|locus|VBIGarVag264983_1139|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997501|locus|VBIGarVag264983_1139	SEQ01139	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01152	clust_3814	fid|183997537|locus|VBIGarVag264983_1152|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997537|locus|VBIGarVag264983_1152	SEQ01152	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01153	clust_3815	fid|183997540|locus|VBIGarVag264983_1153|   Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8151A]	fid|183997540|locus|VBIGarVag264983_1153	SEQ01153	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01183	clust_3816	fid|183997619|locus|VBIGarVag264983_1183|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8151A]	fid|183997619|locus|VBIGarVag264983_1183	SEQ01183	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01191	clust_3817	fid|183997638|locus|VBIGarVag264983_1191|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997638|locus|VBIGarVag264983_1191	SEQ01191	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01227	clust_3818	fid|183997726|locus|VBIGarVag264983_1227|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997726|locus|VBIGarVag264983_1227	SEQ01227	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01246	clust_3819	fid|183997773|locus|VBIGarVag264983_1246|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997773|locus|VBIGarVag264983_1246	SEQ01246	Gardnerella vaginalis JCP8151A	GV31
GV31|SEQ01250	clust_3820	fid|183997787|locus|VBIGarVag264983_1250|   hypothetical protein   [Gardnerella vaginalis JCP8151A]	fid|183997787|locus|VBIGarVag264983_1250	SEQ01250	Gardnerella vaginalis JCP8151A	GV31
GV26|SEQ00045	clust_3821	fid|183980820|locus|VBIGarVag272749_0045|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183980820|locus|VBIGarVag272749_0045	SEQ00045	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00099	clust_3822	fid|183980933|locus|VBIGarVag272749_0099|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183980933|locus|VBIGarVag272749_0099	SEQ00099	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00149	clust_3823	fid|183981045|locus|VBIGarVag272749_0149|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183981045|locus|VBIGarVag272749_0149	SEQ00149	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00239	clust_3824	fid|183981237|locus|VBIGarVag272749_0239|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183981237|locus|VBIGarVag272749_0239	SEQ00239	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00265	clust_3825	fid|183981294|locus|VBIGarVag272749_0265|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183981294|locus|VBIGarVag272749_0265	SEQ00265	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00353	clust_3826	fid|183981484|locus|VBIGarVag272749_0353|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183981484|locus|VBIGarVag272749_0353	SEQ00353	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00621	clust_3827	fid|183982038|locus|VBIGarVag272749_0621|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982038|locus|VBIGarVag272749_0621	SEQ00621	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00629	clust_3828	fid|183982054|locus|VBIGarVag272749_0629|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982054|locus|VBIGarVag272749_0629	SEQ00629	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00658	clust_3829	fid|183982113|locus|VBIGarVag272749_0658|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982113|locus|VBIGarVag272749_0658	SEQ00658	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00727	clust_3830	fid|183982263|locus|VBIGarVag272749_0727|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982263|locus|VBIGarVag272749_0727	SEQ00727	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00812	clust_3831	fid|183982457|locus|VBIGarVag272749_0812|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982457|locus|VBIGarVag272749_0812	SEQ00812	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00881	clust_3832	fid|183982608|locus|VBIGarVag272749_0881|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982608|locus|VBIGarVag272749_0881	SEQ00881	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00923	clust_3833	fid|183982700|locus|VBIGarVag272749_0923|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982700|locus|VBIGarVag272749_0923	SEQ00923	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00926	clust_3834	fid|183982706|locus|VBIGarVag272749_0926|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982706|locus|VBIGarVag272749_0926	SEQ00926	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00946	clust_3835	fid|183982750|locus|VBIGarVag272749_0946|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982750|locus|VBIGarVag272749_0946	SEQ00946	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ00989	clust_3836	fid|183982845|locus|VBIGarVag272749_0989|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183982845|locus|VBIGarVag272749_0989	SEQ00989	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01039	clust_3837	fid|183982958|locus|VBIGarVag272749_1039|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8017A]	fid|183982958|locus|VBIGarVag272749_1039	SEQ01039	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01064	clust_3838	fid|183983012|locus|VBIGarVag272749_1064|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183983012|locus|VBIGarVag272749_1064	SEQ01064	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01073	clust_3839	fid|183983033|locus|VBIGarVag272749_1073|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183983033|locus|VBIGarVag272749_1073	SEQ01073	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01095	clust_3840	fid|183983090|locus|VBIGarVag272749_1095|   Cell division initiation protein DivIVA   [Gardnerella vaginalis JCP8017A]	fid|183983090|locus|VBIGarVag272749_1095	SEQ01095	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01113	clust_3841	fid|183983130|locus|VBIGarVag272749_1113|   FIG00672052: hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183983130|locus|VBIGarVag272749_1113	SEQ01113	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01125	clust_3842	fid|183983155|locus|VBIGarVag272749_1125|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183983155|locus|VBIGarVag272749_1125	SEQ01125	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01146	clust_3843	fid|183983206|locus|VBIGarVag272749_1146|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183983206|locus|VBIGarVag272749_1146	SEQ01146	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01149	clust_3844	fid|183983213|locus|VBIGarVag272749_1149|   hypothetical protein   [Gardnerella vaginalis JCP8017A]	fid|183983213|locus|VBIGarVag272749_1149	SEQ01149	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01181	clust_3845	fid|183983297|locus|VBIGarVag272749_1181|   Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)   [Gardnerella vaginalis JCP8017A]	fid|183983297|locus|VBIGarVag272749_1181	SEQ01181	Gardnerella vaginalis JCP8017A	GV26
GV26|SEQ01311	clust_3846	fid|183983610|locus|VBIGarVag272749_1311|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8017A]	fid|183983610|locus|VBIGarVag272749_1311	SEQ01311	Gardnerella vaginalis JCP8017A	GV26
GV25|SEQ00087	clust_3847	fid|183978036|locus|VBIGarVag270495_0087|   Site-specific recombinase   [Gardnerella vaginalis JCP7719]	fid|183978036|locus|VBIGarVag270495_0087	SEQ00087	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00105	clust_3848	fid|183978079|locus|VBIGarVag270495_0105|   FIG00672336: hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978079|locus|VBIGarVag270495_0105	SEQ00105	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00116	clust_3849	fid|183978102|locus|VBIGarVag270495_0116|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978102|locus|VBIGarVag270495_0116	SEQ00116	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00171	clust_3850	fid|183978221|locus|VBIGarVag270495_0171|   Type I restriction-modification system, specificity subunit S    [Gardnerella vaginalis JCP7719]	fid|183978221|locus|VBIGarVag270495_0171	SEQ00171	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00178	clust_3851	fid|183978235|locus|VBIGarVag270495_0178|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978235|locus|VBIGarVag270495_0178	SEQ00178	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00216	clust_3852	fid|183978312|locus|VBIGarVag270495_0216|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978312|locus|VBIGarVag270495_0216	SEQ00216	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00232	clust_3853	fid|183978346|locus|VBIGarVag270495_0232|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978346|locus|VBIGarVag270495_0232	SEQ00232	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00241	clust_3854	fid|183978367|locus|VBIGarVag270495_0241|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978367|locus|VBIGarVag270495_0241	SEQ00241	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00252	clust_3855	fid|183978391|locus|VBIGarVag270495_0252|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978391|locus|VBIGarVag270495_0252	SEQ00252	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00268	clust_3856	fid|183978427|locus|VBIGarVag270495_0268|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978427|locus|VBIGarVag270495_0268	SEQ00268	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00332	clust_3857	fid|183978566|locus|VBIGarVag270495_0332|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978566|locus|VBIGarVag270495_0332	SEQ00332	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00365	clust_3858	fid|183978636|locus|VBIGarVag270495_0365|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978636|locus|VBIGarVag270495_0365	SEQ00365	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00369	clust_3859	fid|183978644|locus|VBIGarVag270495_0369|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978644|locus|VBIGarVag270495_0369	SEQ00369	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00374	clust_3860	fid|183978654|locus|VBIGarVag270495_0374|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978654|locus|VBIGarVag270495_0374	SEQ00374	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00393	clust_3861	fid|183978697|locus|VBIGarVag270495_0393|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978697|locus|VBIGarVag270495_0393	SEQ00393	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00408	clust_3862	fid|183978730|locus|VBIGarVag270495_0408|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978730|locus|VBIGarVag270495_0408	SEQ00408	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00484	clust_3863	fid|183978900|locus|VBIGarVag270495_0484|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183978900|locus|VBIGarVag270495_0484	SEQ00484	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00550	clust_3864	fid|183979036|locus|VBIGarVag270495_0550|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979036|locus|VBIGarVag270495_0550	SEQ00550	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00637	clust_3865	fid|183979234|locus|VBIGarVag270495_0637|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979234|locus|VBIGarVag270495_0637	SEQ00637	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00639	clust_3866	fid|183979239|locus|VBIGarVag270495_0639|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979239|locus|VBIGarVag270495_0639	SEQ00639	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00641	clust_3867	fid|183979243|locus|VBIGarVag270495_0641|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979243|locus|VBIGarVag270495_0641	SEQ00641	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00644	clust_3868	fid|183979249|locus|VBIGarVag270495_0644|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979249|locus|VBIGarVag270495_0644	SEQ00644	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00656	clust_3869	fid|183979274|locus|VBIGarVag270495_0656|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979274|locus|VBIGarVag270495_0656	SEQ00656	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00699	clust_3870	fid|183979365|locus|VBIGarVag270495_0699|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979365|locus|VBIGarVag270495_0699	SEQ00699	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00702	clust_3871	fid|183979371|locus|VBIGarVag270495_0702|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979371|locus|VBIGarVag270495_0702	SEQ00702	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00710	clust_3872	fid|183979387|locus|VBIGarVag270495_0710|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979387|locus|VBIGarVag270495_0710	SEQ00710	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00752	clust_3873	fid|183979473|locus|VBIGarVag270495_0752|   TolA protein   [Gardnerella vaginalis JCP7719]	fid|183979473|locus|VBIGarVag270495_0752	SEQ00752	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00795	clust_3874	fid|183979561|locus|VBIGarVag270495_0795|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP7719]	fid|183979561|locus|VBIGarVag270495_0795	SEQ00795	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00807	clust_3875	fid|183979588|locus|VBIGarVag270495_0807|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979588|locus|VBIGarVag270495_0807	SEQ00807	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00810	clust_3876	fid|183979594|locus|VBIGarVag270495_0810|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979594|locus|VBIGarVag270495_0810	SEQ00810	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00817	clust_3877	fid|183979609|locus|VBIGarVag270495_0817|   Exonuclease SbcC   [Gardnerella vaginalis JCP7719]	fid|183979609|locus|VBIGarVag270495_0817	SEQ00817	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00837	clust_3878	fid|183979649|locus|VBIGarVag270495_0837|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979649|locus|VBIGarVag270495_0837	SEQ00837	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00843	clust_3879	fid|183979661|locus|VBIGarVag270495_0843|   Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)   [Gardnerella vaginalis JCP7719]	fid|183979661|locus|VBIGarVag270495_0843	SEQ00843	Gardnerella vaginalis JCP7719	GV25
GV25|SEQ00855	clust_3880	fid|183979688|locus|VBIGarVag270495_0855|   hypothetical protein   [Gardnerella vaginalis JCP7719]	fid|183979688|locus|VBIGarVag270495_0855	SEQ00855	Gardnerella vaginalis JCP7719	GV25
